Date,Close,High,Low,Open,Volume,Return,Target_Return,Target_Class,Ticker,Return_lag1,Return_lag2,Return_lag3,Momentum_5,Momentum_10,MA_5,MA_20,MA_ratio,Volatility_10
2015-02-06,26.44510078430176,26.73861398429588,26.33836794045799,26.68747077451509,174826400,-0.0084209684667997,0.0066426976593831,1.0,AAPL,0.0071372461682228,0.007669856912176,0.0001687052121779,0.0041996499567424905,0.08990728573026607,26.36474151611328,24.921459197998047,1.057913234800921,0.025713391210741135
2015-02-09,26.62076759338379,26.647449535368576,26.33392484181884,26.36060848026484,155559200,0.0066426976593831,0.0192117202692365,1.0,AAPL,-0.0084209684667997,0.0071372461682228,0.007669856912176,0.025883796202885723,0.06932814427256107,26.499073791503907,25.07575092315674,1.0567609270290195,0.024850694816746923
2015-02-10,27.132198333740234,27.16110604036099,26.718612857203027,26.72083522197258,248034000,0.0192117202692365,0.0234384523228892,1.0,AAPL,0.0066426976593831,-0.0084209684667997,0.0071372461682228,0.03246185611785646,0.08312650627912621,26.66968765258789,25.239113521575927,1.0566808390393356,0.025173331812284393
2015-02-11,27.76813507080078,27.77702961636251,27.238922333336244,27.29895839530153,294247200,0.0234384523228892,0.012652058934643,1.0,AAPL,0.0192117202692365,0.0066426976593831,-0.0084209684667997,0.0486184109402914,0.14873410030807555,26.92717742919922,25.387096786499022,1.0606639134695866,0.020714267909390818
2015-02-12,28.11945915222168,28.34626580003288,27.92156019868773,28.030515402030247,297898000,0.012652058934643,0.0049027670992312,1.0,AAPL,0.0234384523228892,0.0192117202692365,0.0066426976593831,0.05436036341177264,0.10102409383013455,27.21713218688965,25.58321084976196,1.0638669378414982,0.014001462519143828
2015-02-13,28.257322311401367,28.30179333867826,27.93934954663485,28.30179333867826,217088800,0.0049027670992312,0.0059017311875315,1.0,AAPL,0.012652058934643,0.0234384523228892,0.0192117202692365,0.06852768465058645,0.0730151268952075,27.57957649230957,25.775476264953614,1.06999289591436,0.011528742544625511
2015-02-17,28.42408943176269,28.65756655152549,28.22174236844016,28.34848665436432,252609600,0.0059017311875315,0.0069624984792726,1.0,AAPL,0.0049027670992312,0.012652058934643,0.0234384523228892,0.06774116606716829,0.0953783608070824,27.94024085998535,25.980731582641603,1.0754216358808366,0.009026567606687288
2015-02-18,28.62199211120605,28.63533308100466,28.33959580975443,28.379620415611317,179566800,0.0069624984792726,-0.0020976709108995,0.0,AAPL,0.0059017311875315,0.0049027670992312,0.012652058934643,0.054908701430697704,0.08915299591401604,28.238199615478514,26.22888298034668,1.0766070227480682,0.008624173430972165
2015-02-19,28.561952590942383,28.690920945904036,28.53527065299236,28.56862307542989,149449600,-0.0020976709108995,0.0081745270302442,1.0,AAPL,0.0069624984792726,0.0059017311875315,0.0049027670992312,0.02858735446646299,0.0785956371539005,28.396963119506836,26.483223342895506,1.0722623432892928,0.009271302227512664
2015-02-20,28.795433044433597,28.795433044433597,28.47301381634293,28.599756429130103,195793600,0.0081745270302442,0.0270271774049319,1.0,AAPL,-0.0020976709108995,0.0069624984792726,0.0059017311875315,0.024039363223616883,0.07970651515641314,28.53215789794922,26.719005489349364,1.0678600260523397,0.009270941333772481
